SMILES,KELAS,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20
OP(=O)(O)O,1,-29.934567955912158,26.305936533820766,-0.48373404826015154,-2.3060810896834933,8.269014522414658,-1.286747512153891,-0.4738633733820584,2.2099758571333945,2.195309268217362,-2.1452686353171853,-1.516487513479468,6.454486509307824,0.6438242504432936,0.005611947891400959,-0.14308537434985613,0.13582983238533264,-0.5073502634442355,0.3379177127003965,0.4211923386260743,0.2315399928350237
C=CC(=O)O,1,-16.323267937761656,7.02672368613738,-4.9410283234303805,-6.029334677551537,8.812770038884224,7.292517020233456,-2.3413769405553237,-1.7600885734455447,1.5089070108717357,-1.8192283466277805,1.221391693443452,-0.9276815435112411,-0.005046516560318404,-0.05146290602082049,-0.07599154843409028,-0.0384486602182984,-0.4525857712728949,0.2736119605143136,-0.48383351472046776,-0.3229940479127533
C1=CC(=CC=C1NC(=NC(=NCCCCCCN=C(N)N=C(N)NC2=CC=C(C=C2)Cl)N)N)Cl,1,3.639206059819582,-13.429084511828313,-10.580733627145836,6.940469169493307,0.5350779260699206,-2.3915218435769914,0.8553545895864814,-3.3288097147504105,2.3926251205908273,-0.8920509500549763,-0.2749290299086963,0.9623662419807273,2.55372497362623,-0.49633615851641544,0.16991471919360812,0.09216048052551673,0.17897102649227126,0.23229824960521472,0.07319806980690657,-0.056252292746134636
CC(=C)C(=O)OC,1,10.91292074893985,6.418756843049877,-4.245766446254371,0.4237593569550082,5.35857494994445,2.238980430006931,-0.26922287021724334,7.360503942233767,-1.6453412324349437,1.0692777271830987,-0.40623176160629304,-1.2113389381194026,0.3239334282051143,-0.0634830329030236,-0.21124188012655232,-0.1630046744524567,0.02060207146009807,0.05845143208957382,0.026169564551022262,-0.09713498303629287
CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.[Cl-],1,23.454730337253725,-15.476220002046421,5.524987361353464,-3.2569512181743185,1.0840708447278873,1.4533123872351594,-3.879749435867403,-1.404748271575696,2.0330985128686327,2.2770898635968044,-0.971252758960275,0.42264469795404747,1.336406985818045,-0.11891767646497042,-1.4874371194549911,-0.21249731255354132,-0.23306272767238978,-0.2996677971643823,-0.4189473842194289,0.6200068915980195
Cl[Zn]Cl,1,-7.68839943943237,-31.60435950740697,26.85133278463163,20.263343503142394,-1.2400370423341203,3.7263638374897545,10.996802015723963,-0.07947861470141815,5.690490230348566,3.7341430293464084,-4.040435265988227,0.32932250572086286,22.642292006225592,-0.3509854271804502,-1.1720941218916714,1.2814245614348385,2.3666230757840347,1.151508206370599,-1.5937632504938186,-1.338530102915175
[Fe],1,-27.96813611774042,-23.253758737675717,6.760694615213737,-0.6457927298212578,-15.079241157796055,5.805445553368775,2.346453870559057,9.876713869976271,16.249105550786208,-6.1339126320404045,0.662246253919566,1.9821143042369025,-1.0113393165684361,2.1445736892334395,-1.9875036052694894,-0.10869364934107784,1.2927953084014097,0.10245070194382827,-3.5083834843334163,-1.9723481022323974
[F-].[Na+],1,-26.156515149874323,-20.235856683395756,-3.5212704090367226,-6.945334950753605,-9.056787147038342,-9.310768938951595,-8.781500071579615,0.36643060357390667,8.05701046301427,1.808773334835367,-0.6971976457981243,-2.59002723536321,-0.07128675697232456,0.10251984117604263,-1.287636642696759,-0.8529493613571851,-1.9864482128767587,-0.7687745946358427,3.004186941607861,-2.313502951476365
CC1(C2CCC(O1)(CC2)C)C,1,18.052112920351217,-8.414016105813978,11.55666298227057,8.709404145086149,-5.900190319809233,2.9926587307275505,3.5051243026078502,0.48537062540833276,-1.6265716907467611,2.724935862029378,-2.312509140447786,-0.31875018273096956,-0.9304884579941125,-0.4064424700100644,0.44293635633604467,-0.20722945278027893,0.2113097566422466,-0.5718867163929776,0.9511674439867246,0.3773221448839399
C(COCCOCCO)O,1,-9.70120799503554,2.4049054997041424,1.025374952152176,-15.350330962563913,-0.45894279395115145,-4.684430121013381,9.81548350691529,-2.4652875575063784,0.1456109520980576,-2.388854708121241,0.7660487395834398,-0.8229107464045109,0.28135051374524456,-0.1357010523086024,0.1532685896776238,0.10532327965130817,-0.4494515698857602,0.21631815505561602,-0.37695778257871915,-0.14890310168737741
O=[Ca],1,-12.855502555037138,-7.434921113005739,3.766306704741659,2.2212031782619253,12.748189801301251,0.2927858238897676,2.788365694890839,7.646446267971192,5.502918057895156,0.7141926432928569,1.4541581574215843,0.10418304726152083,-0.1746993200003626,1.4715301847929845,-1.4163705825927213,-0.2053107912260791,1.2128843761633314,0.3572811077752559,-3.1410900992026782,-1.7828814497664194
C=CN1CCCC1=O,1,4.868678084650384,-14.183229809850907,3.4669618183505477,4.061761658627413,7.768765651936731,1.8386095337687816,0.03085780056325116,-3.0967900677955083,6.411554626390494,-1.9951967275697662,1.0384774548550864,1.0591582817835006,-0.5984718234531127,-0.3406516914087083,0.3513306944487251,-0.24926510699626758,-0.16981542707981534,0.25188836534078496,0.14214798613989643,-0.03655266987382788
C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,1,-2.7009211461454363,11.900442423834736,9.013735772756549,2.7255346709692194,-0.9859637275270234,0.48005712713411297,0.9827496912564546,-1.7931928418789076,0.820279548091765,-0.7875447594697649,0.4518435330732691,-1.1724245465954253,-0.16407202902286266,0.15576489190936593,0.23577433458806585,-0.0649341143712675,-0.05369247226659146,-0.04337975313845971,-0.11416370477387261,-0.0652328134735578
CCCCCCCCCC1=CC=C(C=C1)OCCO,1,22.676121985569356,-8.13078452726289,6.644530573388176,-2.733756472415262,3.5672279682967662,4.802073875574768,-2.566493150652033,-1.567236745668032,2.1436978374613846,0.05498258667178302,-0.06853185043203502,0.7752439808465394,-0.5997982344825963,-0.3507163070139101,-0.12248250241072167,-0.1294065535992327,0.12982474007911948,-0.041730634508150455,-0.3109695459083781,-0.38406749823795483
CCOC(=O)C(=C)C#N,1,0.2913874732065871,-3.07340761351829,-10.445251279427916,-3.66102831305467,0.8197467636061546,-2.1121047899147913,4.191836817431845,2.6748625824389354,-1.64578235979099,0.680520813440487,-0.2772815798222975,-0.10345603946742887,0.5826172368021105,5.2025738008729885,2.4255080370431887,0.11491372539069539,-0.31744141719649166,0.12643030819569046,0.23430249894693667,0.3365489093071492
[F-],1,-24.719203882474666,-14.229250038556295,-6.825012569996985,-19.028281767483552,-16.982208358294457,-0.3781269185956534,-10.232107503716518,9.8761652962345,20.43635744342221,7.633235962564802,-1.8203291410515847,-3.332237959537678,-0.4274143861869393,-4.713013217860482,8.410397027796865,1.5547244808132028,4.661245435653792,2.226703388086224,-2.6782938942731365,2.3975093604650235
[O-]S(=O)(=O)[O-].[Ca+2],1,-24.04681339899485,-1.5860402150464772,0.21423729613592446,-4.136103001335998,2.8103370610398137,-2.8127703080616446,-2.8075464441229743,3.441393544765053,1.6328989290204723,6.185534028682454,2.8503467750909683,-1.838626005360668,0.3285253102455161,-0.8812987611349516,0.8359520889597505,-0.03817219263823457,0.01234167341230119,0.1592994923580967,0.553999569664823,-0.595009205113799
C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,1,-3.4468840423131546,-3.1983013012782564,0.9223369944826558,0.523870847808741,-9.295896070051004,2.546404233028101,1.9217305272737175,-0.5757225002014494,-5.25727571915869,5.101100992754035,5.063883702287083,2.3862953756569296,-0.11839825750268851,-0.3586525060981596,-0.43283180123945986,0.3309209733619869,0.5724893254106243,-0.31496754540968447,-0.798029065791475,-0.38566624074007727
O=[Ti]=O,1,-31.332597191175573,-5.3044022431027615,4.779598956048375,8.594442875767227,20.898080329837526,0.846623670150688,6.1658526475047415,12.071171290774917,8.291403810289387,-0.472095426129127,2.207310765601766,-1.0221529016103448,0.13675334055121735,1.4276012490327963,-0.8468593839079235,-0.4423927202369776,0.6200245322590763,0.6826134911178882,-2.0200793304358635,-1.089897289706565
OP(=O)(O)[O-].[K+],1,-28.430187311388394,5.634492576967727,0.9831642370496487,-5.657601494402723,2.3369604706594567,-3.879572819079359,-3.758504738811528,1.1412793803033603,1.0533354568368236,2.928100913951337,-1.7490317660444035,1.3573035783699268,0.1499942569493673,0.2586822219736091,-1.015689387149561,-0.31380102437405766,-0.859225170205026,-0.41978888503465683,1.04166737816219,-1.4318853395481206
COC(=O)C(=C)C#N,1,-4.55960812088853,-2.81633708349686,-12.050798612687387,-3.559660065885634,0.6418591788159285,-1.8736059788432788,4.668865729600237,2.996869203544926,-2.123321105687983,0.9448480823921446,-0.37614476974664524,-0.25061620836201826,0.5836648047575004,5.315473656829237,2.3348764246639018,0.13218088342603335,-0.2549457162786495,0.10241028457868773,0.05551465697845437,0.2541960173353104
CCCCCCCCCCCCCCCCCC(=O)OCCO,1,48.56439542312184,-0.4962648179973854,9.57785365292184,-3.3333904261507765,4.680014132759431,-0.50246395749813,-4.697492229580343,2.5817722998022967,2.696128102689193,-0.4420271881257136,0.5734061567739461,0.8781695820528865,0.0056725015489944575,-0.3714195137219316,-0.2354161594075892,-0.171403847781478,0.25134900406856175,0.1659474302086854,-0.2910815905874973,-0.4089227264880746
COC(=O)NC1C(C(C(OC1OC2C(OC(C(C2O)N)OC3C(OC(C(C3O)N)O)CO)CO)CO)OC4C(C(C(C(O4)CO)OC5C(C(C(C(O5)CO)OC6C(C(C(C(O6)CO)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)OC9C(C(C(C(O9)CO)O)O)N)O)N)O)N)O)N)O)N)O)N)O,1,-0.6414523746347776,6.656580746422339,5.4480234648444,3.7677597096249986,-2.8733530807127647,-1.0487842167466814,1.0061417188718418,-3.2360687278345943,0.8405152331871858,-0.6823243622706014,0.2577432494280438,-0.5727222959955514,-0.2897534651941066,0.11874693343171883,0.19866655852509396,-0.0331581910937746,0.09245313855249249,-0.09797594217014016,-0.25196931254993693,-0.14224685576373375
